,gene_id,gene_type,gene_name
1409575,ENSMUSG00000094212.3,TR_V_gene,Trav14-3
1409583,ENSMUSG00000105090.1,TR_V_pseudogene,Trav15-3
1409586,ENSMUSG00000076858.3,TR_V_gene,Trav3-4
1409594,ENSMUSG00000105380.1,TR_V_pseudogene,Trav12-4
1409597,ENSMUSG00000087666.3,TR_V_gene,B230359F08Rik
1409605,ENSMUSG00000096397.7,TR_V_gene,Trav17
1409618,ENSMUSG00000076861.10,TR_V_gene,Trav18
1409631,ENSMUSG00000076862.5,TR_V_gene,Trav19
1409639,ENSMUSG00000086858.2,TR_V_pseudogene,Trav20
1409643,ENSMUSG00000076863.8,TR_V_gene,Trav21-dv12
1409651,ENSMUSG00000076864.9,TR_V_gene,Trdv1
1409664,ENSMUSG00000105963.1,antisense,Gm43647
1409670,ENSMUSG00000104650.1,TR_V_pseudogene,Trav22
1409674,ENSMUSG00000076865.6,TR_V_gene,Trdv2-1
1409687,ENSMUSG00000076866.3,TR_V_gene,Trdv2-2
1409695,ENSMUSG00000106289.1,TR_V_gene,Trav23
1409702,ENSMUSG00000105823.1,TR_V_pseudogene,Trdv3
1409705,ENSMUSG00000104658.4,antisense,Gm30275
1409714,ENSMUSG00000076867.2,TR_V_gene,Trdv4
1409722,ENSMUSG00000096749.2,TR_D_gene,Trdd1
1409728,ENSMUSG00000089469.1,misc_RNA,Gm23704
1409731,ENSMUSG00000096176.1,TR_D_gene,Trdd2
1409735,ENSMUSG00000076870.2,TR_J_gene,Trdj1
1409739,ENSMUSG00000106112.1,antisense,Gm43434
1409745,ENSMUSG00000076871.1,TR_J_gene,Trdj2
1409749,ENSMUSG00000104876.1,TR_C_gene,Trdc
1409761,ENSMUSG00000076873.2,TR_V_gene,Trdv5
1409769,ENSMUSG00000090574.1,TR_J_pseudogene,Traj61
1409772,ENSMUSG00000090782.1,TR_J_pseudogene,Traj60
1409775,ENSMUSG00000076874.2,TR_J_gene,Traj59
1409781,ENSMUSG00000076875.1,TR_J_gene,Traj58
1409785,ENSMUSG00000076876.3,TR_J_gene,Traj57
1409791,ENSMUSG00000076877.1,TR_J_gene,Traj56
1409795,ENSMUSG00000091005.1,TR_J_pseudogene,Traj55
1409798,ENSMUSG00000091326.1,TR_J_pseudogene,Traj54
1409801,ENSMUSG00000076878.1,TR_J_gene,Traj53
1409805,ENSMUSG00000076879.1,TR_J_gene,Traj52
1409809,ENSMUSG00000076880.2,TR_J_pseudogene,Traj51
1409812,ENSMUSG00000076881.1,TR_J_gene,Traj50
1409816,ENSMUSG00000076882.3,TR_J_gene,Traj49
1409822,ENSMUSG00000076883.2,TR_J_gene,Traj48
1409828,ENSMUSG00000105216.1,TR_J_gene,Traj47
1409832,ENSMUSG00000076884.1,TR_J_gene,Traj46
1409836,ENSMUSG00000076885.1,TR_J_gene,Traj45
1409840,ENSMUSG00000076886.1,TR_J_gene,Traj44
1409844,ENSMUSG00000076887.1,TR_J_gene,Traj43
1409848,ENSMUSG00000076888.1,TR_J_gene,Traj42
1409852,ENSMUSG00000076889.1,TR_J_gene,Traj41
1409856,ENSMUSG00000076890.1,TR_J_gene,Traj40
1409860,ENSMUSG00000076891.1,TR_J_gene,Traj39
1409864,ENSMUSG00000076892.1,TR_J_gene,Traj38
1409868,ENSMUSG00000076893.1,TR_J_gene,Traj37
1409872,ENSMUSG00000090494.1,TR_J_pseudogene,Traj36
1409875,ENSMUSG00000076894.1,TR_J_gene,Traj35
1409879,ENSMUSG00000076895.1,TR_J_gene,Traj34
1409883,ENSMUSG00000076896.1,TR_J_gene,Traj33
1409887,ENSMUSG00000076897.1,TR_J_gene,Traj32
1409891,ENSMUSG00000076898.1,TR_J_gene,Traj31
1409895,ENSMUSG00000076899.1,TR_J_gene,Traj30
1409899,ENSMUSG00000076900.1,TR_J_gene,Traj29
1409903,ENSMUSG00000076901.1,TR_J_gene,Traj28
1409907,ENSMUSG00000076902.1,TR_J_gene,Traj27
1409911,ENSMUSG00000076903.1,TR_J_gene,Traj26
1409915,ENSMUSG00000076904.2,TR_J_gene,Traj25
1409919,ENSMUSG00000076905.2,TR_J_gene,Traj24
1409923,ENSMUSG00000076906.1,TR_J_gene,Traj23
1409927,ENSMUSG00000076907.1,TR_J_gene,Traj22
1409931,ENSMUSG00000076908.1,TR_J_gene,Traj21
1409935,ENSMUSG00000076909.2,TR_J_gene,Traj20
1409939,ENSMUSG00000076910.1,TR_J_gene,Traj19
1409943,ENSMUSG00000076911.1,TR_J_gene,Traj18
1409947,ENSMUSG00000076912.1,TR_J_gene,Traj17
1409951,ENSMUSG00000076913.1,TR_J_gene,Traj16
1409955,ENSMUSG00000076914.1,TR_J_gene,Traj15
1409959,ENSMUSG00000076915.3,TR_J_pseudogene,Traj14
1409962,ENSMUSG00000076916.1,TR_J_gene,Traj13
1409966,ENSMUSG00000076917.1,TR_J_gene,Traj12
1409970,ENSMUSG00000076918.1,TR_J_gene,Traj11
1409974,ENSMUSG00000076919.1,TR_J_gene,Traj9
1409978,ENSMUSG00000076920.1,TR_J_pseudogene,Traj8
1409981,ENSMUSG00000076921.1,TR_J_gene,Traj7
1409985,ENSMUSG00000076922.1,TR_J_gene,Traj6
1409989,ENSMUSG00000076923.1,TR_J_gene,Traj5
1409993,ENSMUSG00000076924.1,TR_J_gene,Traj4
1409997,ENSMUSG00000076925.2,TR_J_gene,Traj3
1410001,ENSMUSG00000076926.1,TR_J_gene,Traj2
1410005,ENSMUSG00000076927.3,TR_J_pseudogene,Traj1
1410008,ENSMUSG00000076928.5,TR_C_gene,Trac
1410029,ENSMUSG00000022174.8,protein_coding,Dad1
1410050,ENSMUSG00000040997.13,protein_coding,Abhd4
1410154,ENSMUSG00000048153.6,protein_coding,Olfr49
1410171,ENSMUSG00000105703.2,processed_transcript,Gm43305
1410177,ENSMUSG00000105294.1,processed_pseudogene,Gm43304
1410180,ENSMUSG00000105667.1,processed_pseudogene,Gm3945
1410183,ENSMUSG00000105501.1,lincRNA,5330426L24Rik
1410186,ENSMUSG00000000959.7,protein_coding,Oxa1l
1410232,ENSMUSG00000000958.10,protein_coding,Slc7a7
1410406,ENSMUSG00000010406.12,protein_coding,Mrpl52
1410457,ENSMUSG00000000957.11,protein_coding,Mmp14
1410539,ENSMUSG00000115270.1,TEC,5430430K15Rik
1410542,ENSMUSG00000096030.1,snRNA,Gm24424
1410545,ENSMUSG00000115767.1,antisense,Gm10366
1410548,ENSMUSG00000022175.9,protein_coding,Lrp10
1410591,ENSMUSG00000022176.11,protein_coding,Rem2
1410629,ENSMUSG00000023110.12,protein_coding,Prmt5
1410740,ENSMUSG00000022177.9,protein_coding,Haus4
1410805,ENSMUSG00000022178.11,protein_coding,Ajuba
1410834,ENSMUSG00000064742.1,snRNA,Gm24705
1410837,ENSMUSG00000022179.5,protein_coding,4931414P19Rik
1410867,ENSMUSG00000022193.7,protein_coding,Psmb5
1410890,ENSMUSG00000076128.1,miRNA,Mir686
1410893,ENSMUSG00000072423.5,protein_coding,Psmb11
1410908,ENSMUSG00000059674.7,protein_coding,Cdh24
1410949,ENSMUSG00000091306.2,protein_coding,Gm17606
1410959,ENSMUSG00000022185.19,protein_coding,Acin1
1411370,ENSMUSG00000106169.1,miRNA,Mir6948
1411373,ENSMUSG00000040840.7,antisense,4930579G18Rik
1411381,ENSMUSG00000040822.7,protein_coding,1700123O20Rik
1411414,ENSMUSG00000114865.2,protein_coding,Gm29776
1411467,ENSMUSG00000052435.7,protein_coding,Cebpe
1411477,ENSMUSG00000022180.7,protein_coding,Slc7a8
1411510,ENSMUSG00000115626.1,processed_pseudogene,Gm17772
1411513,ENSMUSG00000112858.2,protein_coding,Rnf212b
1411727,ENSMUSG00000086420.1,processed_pseudogene,Gm8865
1411730,ENSMUSG00000057156.10,protein_coding,Homez
1411763,ENSMUSG00000072494.7,protein_coding,Ppp1r3e
1411790,ENSMUSG00000089682.10,protein_coding,Bcl2l2
1411840,ENSMUSG00000092232.1,protein_coding,Gm20521
1411864,ENSMUSG00000022194.15,protein_coding,Pabpn1
1412005,ENSMUSG00000022199.12,protein_coding,Slc22a17
1412206,ENSMUSG00000022203.7,protein_coding,Efs
1412254,ENSMUSG00000040770.5,protein_coding,Il25
1412266,ENSMUSG00000040759.9,protein_coding,Cmtm5
1412300,ENSMUSG00000115234.1,antisense,Gm49130
1412306,ENSMUSG00000040752.16,protein_coding,Myh6
1412510,ENSMUSG00000065432.1,miRNA,Mir208a
1412513,ENSMUSG00000097652.2,antisense,Mhrt
1412523,ENSMUSG00000053093.16,protein_coding,Myh7
1412754,ENSMUSG00000101680.1,antisense,Gm29015
1412758,ENSMUSG00000077928.1,miRNA,Mir208b
1412761,ENSMUSG00000090889.1,protein_coding,Gm17428
1412765,ENSMUSG00000115610.1,antisense,Gm31251
1412770,ENSMUSG00000022204.9,protein_coding,Ngdn
1412809,ENSMUSG00000072492.5,transcribed_processed_pseudogene,Gm10364
1412815,ENSMUSG00000093452.4,antisense,Zfhx2os
1412827,ENSMUSG00000100162.2,antisense,Gm20687
1412844,ENSMUSG00000040721.9,protein_coding,Zfhx2
1412881,ENSMUSG00000045691.14,protein_coding,Thtpa
1412891,ENSMUSG00000040701.16,protein_coding,Ap1g2
1413170,ENSMUSG00000022208.12,protein_coding,Jph4
1413210,ENSMUSG00000115250.1,TEC,Gm49020
1413213,ENSMUSG00000077492.1,snoRNA,Gm23596
1413216,ENSMUSG00000115077.1,unprocessed_pseudogene,Gm46455
1413222,ENSMUSG00000022209.12,protein_coding,Dhrs2
1413270,ENSMUSG00000115683.1,processed_pseudogene,Gm49021
1413273,ENSMUSG00000114987.1,lincRNA,Gm49022
1413277,ENSMUSG00000115125.1,processed_pseudogene,Gm6852
1413280,ENSMUSG00000115322.1,unprocessed_pseudogene,Gm49023
1413290,ENSMUSG00000060680.2,processed_pseudogene,Gm8894
1413293,ENSMUSG00000022210.7,protein_coding,Dhrs4
1413381,ENSMUSG00000022211.9,protein_coding,Carmil3
1413800,ENSMUSG00000022212.15,protein_coding,Cpne6
1413999,ENSMUSG00000040632.16,protein_coding,Nrl
1414058,ENSMUSG00000115778.1,antisense,Gm10876
1414062,ENSMUSG00000115622.1,processed_pseudogene,Gm49117
1414066,ENSMUSG00000040618.7,protein_coding,Pck2
1414231,ENSMUSG00000053588.3,protein_coding,A730061H03Rik
1414237,ENSMUSG00000022214.15,protein_coding,Dcaf11
1414583,ENSMUSG00000086341.2,antisense,Gm15932
1414589,ENSMUSG00000022215.6,protein_coding,Fitm1
1414599,ENSMUSG00000022216.17,protein_coding,Psme1
1414780,ENSMUSG00000022217.14,protein_coding,Emc9
1414812,ENSMUSG00000079197.10,protein_coding,Psme2
1414933,ENSMUSG00000047098.18,protein_coding,Rnf31
1415070,ENSMUSG00000002325.15,protein_coding,Irf9
1415159,ENSMUSG00000002324.8,protein_coding,Rec8
1415215,ENSMUSG00000002319.16,protein_coding,Ipo4
1415475,ENSMUSG00000115232.1,protein_coding,Gm49378
1415525,ENSMUSG00000002320.15,protein_coding,Tm9sf1
1415668,ENSMUSG00000115222.1,antisense,Gm49747
1415671,ENSMUSG00000007591.15,protein_coding,Tssk4
1415761,ENSMUSG00000115600.1,unitary_pseudogene,Gm49299
1415768,ENSMUSG00000002329.7,protein_coding,Mdp1
1415795,ENSMUSG00000010376.15,protein_coding,Nedd8
1415840,ENSMUSG00000002326.6,protein_coding,Gmpr2
1415902,ENSMUSG00000007589.9,protein_coding,Tinf2
1416009,ENSMUSG00000115154.1,antisense,Gm49067
1416014,ENSMUSG00000088402.1,snRNA,Gm25887
1416017,ENSMUSG00000022218.16,protein_coding,Tgm1
1416150,ENSMUSG00000040472.15,protein_coding,Rabggta
1416366,ENSMUSG00000002332.16,protein_coding,Dhrs1
1416406,ENSMUSG00000019297.9,protein_coding,Nop9
1416438,ENSMUSG00000022219.10,protein_coding,Cideb
1416458,ENSMUSG00000040432.5,protein_coding,Ltb4r2
1416470,ENSMUSG00000046908.5,protein_coding,Ltb4r1
1416480,ENSMUSG00000022220.14,protein_coding,Adcy4
1416633,ENSMUSG00000022221.14,protein_coding,Ripk3
1416738,ENSMUSG00000023411.12,protein_coding,Nfatc4
1416859,ENSMUSG00000075592.10,protein_coding,Nynrin
1416913,ENSMUSG00000097542.1,lincRNA,Gm26751
1416917,ENSMUSG00000040380.14,protein_coding,Cbln3
1416942,ENSMUSG00000047153.4,protein_coding,Khnyn
1416994,ENSMUSG00000022223.9,protein_coding,Sdr39u1
1417128,ENSMUSG00000114978.1,lincRNA,Gm48925
1417132,ENSMUSG00000022225.7,protein_coding,Cma1
1417163,ENSMUSG00000115592.1,transcribed_unprocessed_pseudogene,Mcpt-ps1
1417175,ENSMUSG00000068289.6,protein_coding,Cma2
1417204,ENSMUSG00000115179.1,processed_pseudogene,Gm48927
1417207,ENSMUSG00000115757.1,unprocessed_pseudogene,Gm48934
1417211,ENSMUSG00000058581.7,processed_pseudogene,Gm5801
1417214,ENSMUSG00000022227.5,protein_coding,Mcpt1
1417230,ENSMUSG00000071361.1,protein_coding,Mcpt9
1417246,ENSMUSG00000022226.6,protein_coding,Mcpt2
1417262,ENSMUSG00000061068.7,protein_coding,Mcpt4
1417278,ENSMUSG00000022157.8,protein_coding,Mcpt8
1417309,ENSMUSG00000098961.1,miRNA,Mir6949
1417312,ENSMUSG00000040314.2,protein_coding,Ctsg
1417332,ENSMUSG00000022156.8,protein_coding,Gzme
1417348,ENSMUSG00000059256.6,protein_coding,Gzmd
1417364,ENSMUSG00000040284.4,protein_coding,Gzmg
1417380,ENSMUSG00000114908.1,processed_pseudogene,Gm9547
1417383,ENSMUSG00000015443.9,protein_coding,Gzmn
1417418,ENSMUSG00000114303.1,antisense,Gm4022
1417423,ENSMUSG00000114392.1,unprocessed_pseudogene,Gm8961
1417430,ENSMUSG00000114806.1,processed_pseudogene,Gm8963
1417433,ENSMUSG00000015441.4,protein_coding,Gzmf
1417449,ENSMUSG00000079186.3,protein_coding,Gzmc
1417465,ENSMUSG00000077160.1,snoRNA,Gm24118
1417468,ENSMUSG00000097936.1,processed_pseudogene,Gm4819
1417471,ENSMUSG00000015437.5,protein_coding,Gzmb
1417487,ENSMUSG00000114820.1,processed_pseudogene,Gm48200
1417491,ENSMUSG00000022229.3,protein_coding,Atp12a
1417548,ENSMUSG00000114345.1,antisense,Gm10873
1417554,ENSMUSG00000000365.9,protein_coding,Rnf17
1417714,ENSMUSG00000088761.1,snRNA,Gm24392
1417717,ENSMUSG00000064128.8,protein_coding,Cenpj
1417820,ENSMUSG00000089170.1,misc_RNA,Gm22431
1417823,ENSMUSG00000054509.7,protein_coding,Parp4
1417902,ENSMUSG00000090038.7,antisense,Gm16573
1417916,ENSMUSG00000110165.1,transcribed_processed_pseudogene,Gm4032
1417925,ENSMUSG00000079184.10,protein_coding,Mphosph8
1417976,ENSMUSG00000097743.1,lincRNA,Gm16973
1417984,ENSMUSG00000021938.12,protein_coding,Pspc1
1418046,ENSMUSG00000094250.1,processed_pseudogene,Gm4479
1418049,ENSMUSG00000040123.17,protein_coding,Zmym5
1418137,ENSMUSG00000100017.2,bidirectional_promoter_lncRNA,2410022M11Rik
1418140,ENSMUSG00000114420.1,processed_pseudogene,Gm48906
1418143,ENSMUSG00000077685.1,snoRNA,Gm22498
1418146,ENSMUSG00000087941.2,snRNA,Gm27635
1418149,ENSMUSG00000088180.1,snRNA,Gm22218
1418152,ENSMUSG00000114500.1,processed_pseudogene,Gm8983
1418155,ENSMUSG00000021945.9,protein_coding,Zmym2
1418260,ENSMUSG00000096144.3,lincRNA,B020004C17Rik
1418266,ENSMUSG00000048582.7,protein_coding,Gja3
1418283,ENSMUSG00000046352.7,protein_coding,Gjb2
1418293,ENSMUSG00000089840.1,protein_coding,Gm4491
1418303,ENSMUSG00000040055.9,protein_coding,Gjb6
1418329,ENSMUSG00000114530.1,processed_pseudogene,Gm48725
1418332,ENSMUSG00000114754.1,processed_pseudogene,Gm8996
1418335,ENSMUSG00000021947.11,protein_coding,Cryl1
1418375,ENSMUSG00000077497.1,snoRNA,Gm23593
1418378,ENSMUSG00000114321.1,processed_pseudogene,Gm8971
1418381,ENSMUSG00000114952.1,processed_pseudogene,Gm29717
1418385,ENSMUSG00000040040.16,protein_coding,Ift88
1418508,ENSMUSG00000081238.3,processed_pseudogene,Gm15836
1418511,ENSMUSG00000086486.1,antisense,Ift88os
1418515,ENSMUSG00000050222.11,protein_coding,Il17d
1418527,ENSMUSG00000021951.6,protein_coding,Eef1akmt1
1418548,ENSMUSG00000097933.2,bidirectional_promoter_lncRNA,1700039M10Rik
1418552,ENSMUSG00000021952.16,protein_coding,Xpo4
1418726,ENSMUSG00000114942.1,protein_coding,Gm49361
1418750,ENSMUSG00000021959.16,protein_coding,Lats2
1418858,ENSMUSG00000064525.1,snoRNA,Gm26440
1418861,ENSMUSG00000092358.1,processed_pseudogene,Gm20430
1418864,ENSMUSG00000021963.17,protein_coding,Sap18
1418925,ENSMUSG00000092784.1,miRNA,Mir3077
1418928,ENSMUSG00000021965.3,protein_coding,Ska3
1418973,ENSMUSG00000021967.4,protein_coding,Mrpl57
1418985,ENSMUSG00000065374.1,snRNA,Gm22738
1418988,ENSMUSG00000021969.8,protein_coding,Zdhhc20
1419066,ENSMUSG00000021973.9,protein_coding,Micu2
1419121,ENSMUSG00000097303.2,bidirectional_promoter_lncRNA,3110083C13Rik
1419129,ENSMUSG00000114918.1,processed_pseudogene,Gm9012
1419132,ENSMUSG00000021974.15,protein_coding,Fgf9
1419175,ENSMUSG00000091132.1,processed_pseudogene,Gm17109
1419178,ENSMUSG00000114562.1,processed_pseudogene,Gm18080
1419181,ENSMUSG00000114690.1,lincRNA,Gm33321
1419190,ENSMUSG00000077201.1,snoRNA,Gm25614
1419193,ENSMUSG00000098157.1,transcribed_processed_pseudogene,Gm9022
1419198,ENSMUSG00000059835.1,processed_pseudogene,Rpl13-ps3
1419201,ENSMUSG00000114486.1,lincRNA,Gm48447
1419206,ENSMUSG00000114441.1,lincRNA,Gm33472
1419218,ENSMUSG00000114720.1,lincRNA,Gm41162
1419223,ENSMUSG00000114289.1,lincRNA,Gm48453
1419227,ENSMUSG00000021977.11,protein_coding,1700129C05Rik
1419286,ENSMUSG00000053868.4,protein_coding,Gm5142
1419299,ENSMUSG00000035469.17,protein_coding,Rcbtb1
1419471,ENSMUSG00000090881.2,protein_coding,Gm6904
1419496,ENSMUSG00000044703.5,protein_coding,Phf11a
1419518,ENSMUSG00000091649.3,protein_coding,Phf11b
1419541,ENSMUSG00000068245.14,protein_coding,Phf11d
1419624,ENSMUSG00000091144.2,protein_coding,Phf11c
1419649,ENSMUSG00000071350.12,protein_coding,Setdb2
1419740,ENSMUSG00000089643.2,processed_pseudogene,Gm16301
1419743,ENSMUSG00000021981.10,protein_coding,Cab39l
1419831,ENSMUSG00000021982.14,protein_coding,Cdadc1
1419971,ENSMUSG00000114804.1,processed_pseudogene,Gm18073
1419974,ENSMUSG00000044461.6,protein_coding,Shisa2
1419987,ENSMUSG00000021983.16,protein_coding,Atp8a2
1420124,ENSMUSG00000114593.1,transcribed_processed_pseudogene,Gm19716
1420130,ENSMUSG00000087286.1,processed_pseudogene,Gm9013
1420133,ENSMUSG00000086112.1,antisense,4930563I02Rik
1420141,ENSMUSG00000075288.2,processed_pseudogene,Gm6913
1420144,ENSMUSG00000072068.4,processed_pseudogene,Gm16261
1420147,ENSMUSG00000063895.7,protein_coding,Nupl1
1420185,ENSMUSG00000114797.1,protein_coding,Gm49336
1420309,ENSMUSG00000114584.1,TEC,Gm47694
1420312,ENSMUSG00000076270.1,miRNA,Mir719
1420315,ENSMUSG00000021987.9,protein_coding,Mtmr6
1420393,ENSMUSG00000021986.8,protein_coding,Amer2
1420421,ENSMUSG00000114948.1,processed_pseudogene,Gm6066
1420424,ENSMUSG00000101797.1,lincRNA,Gm29266
1420429,ENSMUSG00000114408.1,processed_pseudogene,Gm47810
1420433,ENSMUSG00000021990.15,protein_coding,Spata13
1420566,ENSMUSG00000071347.3,protein_coding,C1qtnf9
1420580,ENSMUSG00000084951.1,antisense,Mipepos
1420584,ENSMUSG00000021993.10,protein_coding,Mipep
1420745,ENSMUSG00000060548.13,protein_coding,Tnfrsf19
1420837,ENSMUSG00000115627.1,lincRNA,Gm41168
1420847,ENSMUSG00000048279.19,protein_coding,Sacs
1420974,ENSMUSG00000035296.14,protein_coding,Sgcg
1421024,ENSMUSG00000114920.1,processed_pseudogene,Gm19097
1421027,ENSMUSG00000101505.1,antisense,1700109G14Rik
1421037,ENSMUSG00000043157.8,protein_coding,Arl11
1421054,ENSMUSG00000114642.1,processed_pseudogene,Gm5461
1421057,ENSMUSG00000021928.9,protein_coding,Ebpl
1421077,ENSMUSG00000089253.1,snRNA,Gm25716
1421080,ENSMUSG00000021929.9,protein_coding,Kpna3
1421124,ENSMUSG00000115618.1,processed_pseudogene,Gm49298
1421127,ENSMUSG00000115595.1,processed_pseudogene,Rps12-ps2
1421130,ENSMUSG00000115656.1,lincRNA,4930556J02Rik
1421140,ENSMUSG00000021930.14,protein_coding,Spryd7
1421169,ENSMUSG00000115802.1,unprocessed_pseudogene,Vmn1r-ps136
1421172,ENSMUSG00000114902.1,processed_pseudogene,Gm4118
1421175,ENSMUSG00000035235.13,protein_coding,Trim13
1421198,ENSMUSG00000097589.9,processed_transcript,Dleu2
1421274,ENSMUSG00000046168.9,protein_coding,Kcnrg
1421293,ENSMUSG00000098183.1,lincRNA,Gm27010
1421297,ENSMUSG00000098967.1,misc_RNA,Gm27845
1421300,ENSMUSG00000098088.1,lincRNA,Gm26916
1421304,ENSMUSG00000092995.1,miRNA,Mir16-1
1421307,ENSMUSG00000093007.1,miRNA,Mir15a
1421310,ENSMUSG00000098914.1,misc_RNA,Gm27747
1421313,ENSMUSG00000098626.1,misc_RNA,Gm27972
1421316,ENSMUSG00000097997.1,lincRNA,Gm27017
1421321,ENSMUSG00000099039.1,misc_RNA,Gm27928
1421324,ENSMUSG00000103869.1,TEC,Gm37420
1421327,ENSMUSG00000102151.1,TEC,Gm37472
1421330,ENSMUSG00000104187.1,TEC,Gm37820
1421333,ENSMUSG00000114706.1,processed_pseudogene,Gm47952
1421336,ENSMUSG00000114368.1,processed_pseudogene,Gm47953
1421339,ENSMUSG00000115531.1,lincRNA,Gm35419
1421345,ENSMUSG00000098096.1,lincRNA,Gm26969
1421350,ENSMUSG00000048281.9,protein_coding,Dleu7
1421371,ENSMUSG00000021932.13,protein_coding,Rnaseh2b
1421434,ENSMUSG00000021933.11,protein_coding,Gucy1b2
1421521,ENSMUSG00000100486.7,protein_coding,Gm4131
1421539,ENSMUSG00000114292.1,processed_pseudogene,Gm6076
1421542,ENSMUSG00000064556.1,snoRNA,Gm24625
1421545,ENSMUSG00000114488.1,processed_pseudogene,Gm5802
1421548,ENSMUSG00000114571.1,processed_pseudogene,Gm35595
1421551,ENSMUSG00000035184.15,protein_coding,Fam124a
1421578,ENSMUSG00000096402.1,snoRNA,Gm23816
1421581,ENSMUSG00000091155.1,protein_coding,Serpine3
1421605,ENSMUSG00000089531.1,snoRNA,Gm25162
1421608,ENSMUSG00000035161.7,protein_coding,Ints6
1421717,ENSMUSG00000097775.1,lincRNA,4931440J10Rik
1421726,ENSMUSG00000115371.1,processed_pseudogene,Gm18146
1421729,ENSMUSG00000114440.1,processed_pseudogene,Gm47505
1421732,ENSMUSG00000097501.1,lincRNA,Gm26536
1421736,ENSMUSG00000014547.10,protein_coding,Wdfy2
1421771,ENSMUSG00000099245.1,miRNA,Mir8098
1421774,ENSMUSG00000098858.1,miRNA,Mir6541
1421777,ENSMUSG00000084465.1,rRNA,n-R5s47
1421780,ENSMUSG00000114403.1,processed_pseudogene,Gm21021
1421783,ENSMUSG00000075574.2,protein_coding,Defb48
1421793,ENSMUSG00000075573.4,protein_coding,Defb47
1421803,ENSMUSG00000075572.1,protein_coding,Defb43
1421813,ENSMUSG00000114260.1,processed_pseudogene,Gm19198
1421816,ENSMUSG00000075571.8,protein_coding,Defb30
1421857,ENSMUSG00000054763.9,protein_coding,Defb42
1421896,ENSMUSG00000114344.1,processed_pseudogene,Gm17941
1421900,ENSMUSG00000064399.1,snRNA,Gm23629
1421903,ENSMUSG00000021939.8,protein_coding,Ctsb
1421938,ENSMUSG00000021273.10,protein_coding,Fdft1
1422006,ENSMUSG00000035121.6,protein_coding,Neil2
1422071,ENSMUSG00000021944.15,protein_coding,Gata4
1422148,ENSMUSG00000114898.1,lincRNA,Gm49390
1422154,ENSMUSG00000114892.1,lincRNA,Gm5463
1422158,ENSMUSG00000014453.4,protein_coding,Blk
1422193,ENSMUSG00000097948.1,processed_pseudogene,Gm21430
1422196,ENSMUSG00000035095.11,protein_coding,Fam167a
1422213,ENSMUSG00000114258.1,processed_pseudogene,Gm47074
1422216,ENSMUSG00000021953.14,protein_coding,Tdh
1422296,ENSMUSG00000090374.1,antisense,Gm17232
1422302,ENSMUSG00000035078.6,protein_coding,Mtmr9
1422341,ENSMUSG00000087652.1,antisense,Gm15918
1422345,ENSMUSG00000035067.9,protein_coding,Xkr6
1422391,ENSMUSG00000076049.4,miRNA,Mir598
1422394,ENSMUSG00000021958.5,protein_coding,Pinx1
1422419,ENSMUSG00000063060.6,protein_coding,Sox7
1422429,ENSMUSG00000021961.6,protein_coding,4930578I06Rik
1422463,ENSMUSG00000046049.7,protein_coding,Rp1l1
1422480,ENSMUSG00000034623.14,protein_coding,Prss55
1422517,ENSMUSG00000052099.14,protein_coding,Prss51
1422574,ENSMUSG00000091686.1,lincRNA,4930471C04Rik
1422580,ENSMUSG00000021966.7,protein_coding,Prss52
1422596,ENSMUSG00000090785.1,antisense,Gm17116
1422602,ENSMUSG00000114284.1,antisense,9630015K15Rik
1422608,ENSMUSG00000054733.9,protein_coding,Msra
1422677,ENSMUSG00000114680.1,lincRNA,Gm47202
1422682,ENSMUSG00000097545.7,lincRNA,Mir124a-1hg
1422698,ENSMUSG00000065597.1,miRNA,Mir124a-1
1422701,ENSMUSG00000092972.1,miRNA,Mir3078
1422704,ENSMUSG00000060012.9,protein_coding,Kif13b
1422904,ENSMUSG00000064442.1,snoRNA,Gm26225
1422907,ENSMUSG00000021972.14,protein_coding,Hmbox1
1423111,ENSMUSG00000102764.1,TEC,Gm37183
1423114,ENSMUSG00000098837.1,processed_pseudogene,Gm20111
1423117,ENSMUSG00000114686.1,processed_pseudogene,Gm4573
1423120,ENSMUSG00000021975.8,protein_coding,Ints9
1423184,ENSMUSG00000021978.9,protein_coding,Extl3
1423227,ENSMUSG00000114944.1,processed_pseudogene,Gm48299
1423230,ENSMUSG00000114658.1,lincRNA,Gm30008
1423235,ENSMUSG00000114693.1,lincRNA,Gm41177
1423244,ENSMUSG00000007989.7,protein_coding,Fzd3
1423268,ENSMUSG00000098479.1,misc_RNA,Gm27263
1423271,ENSMUSG00000114878.1,processed_pseudogene,Gm9086
1423274,ENSMUSG00000034532.9,protein_coding,Fbxo16
1423347,ENSMUSG00000114209.1,lincRNA,Gm48433
1423351,ENSMUSG00000114357.1,antisense,Gm48449
1423355,ENSMUSG00000034522.10,protein_coding,Zfp395
1423406,ENSMUSG00000045731.6,protein_coding,Pnoc
1423433,ENSMUSG00000022031.6,protein_coding,Elp3
1423539,ENSMUSG00000061356.13,protein_coding,Nuggc
1423625,ENSMUSG00000022032.14,protein_coding,Scara5
1423679,ENSMUSG00000022033.9,protein_coding,Pbk
1423718,ENSMUSG00000022034.10,protein_coding,Esco2
1423763,ENSMUSG00000022035.6,protein_coding,Ccdc25
1423799,ENSMUSG00000034463.4,protein_coding,Scara3
1423817,ENSMUSG00000114844.1,processed_pseudogene,Gm19222
1423820,ENSMUSG00000022037.15,protein_coding,Clu
