	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_type	gene_name	n_counts	DE
ENSMUSG00000022911.12	4.164702442762732	0.1714387250203401	0.7708093854173352	0.22241390447979426	0.8239916886711058	0.9999986590898096	ENSMUSG00000022911.12	protein_coding	Arl13b	24.862082	No
ENSMUSG00000076424.4	8.33830848459989	0.2873557457941933	0.5502558934065369	0.5222220229486771	0.6015157540350349	0.9999986590898096	ENSMUSG00000076424.4	miRNA	Gm25986	49.00651	No
ENSMUSG00000052504.8	1.0029495311654302	1.0532996985265544	1.6235305736722185	0.6487710891357746	0.5164863470234777		ENSMUSG00000052504.8	protein_coding	Epha3	5.870752	No
ENSMUSG00000116722.2	56.06068456789465	-0.004519451149976159	0.2260068645978118	-0.01999696406575394	0.9840457944069155	0.9999986590898096	ENSMUSG00000116722.2	processed_pseudogene	Gm49627	336.48145	No
ENSMUSG00000068167.7	9.340868617414095	0.36543698637007827	0.5255591270765326	0.6953299211124971	0.4868485671226658	0.9999986590898096	ENSMUSG00000068167.7	protein_coding	Csnka2ip	57.33333	No
ENSMUSG00000047141.6	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000047141.6	protein_coding	Zfp654	1.245833	No
ENSMUSG00000120634.1	14.21787712666717	-0.9951246907288192	0.43917006168319034	-2.265921057812645	0.02345621706119101	0.9999986590898096	ENSMUSG00000120634.1	lncRNA	ENSMUSG00000120634	85.768875	No
ENSMUSG00000116811.2	0.0						ENSMUSG00000116811.2	processed_pseudogene	Gm16385	1.388362	No
ENSMUSG00002076385.1	60.40773526206295	0.06344389944154417	0.22080273360008373	0.2873329437870697	0.7738574001703609	0.9999986590898096	ENSMUSG00002076385.1	miRNA	Gm54742	363.39713	No
ENSMUSG00000050783.6	0.32693599624563335	-1.8037835127430848	2.9748957170331694	-0.6063350397176203	0.5442922952418515		ENSMUSG00000050783.6	protein_coding	Htr1f	1.612252	No
ENSMUSG00000089178.3	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000089178.3	snoRNA	Gm22429	5.3914347	No
ENSMUSG00002075473.1	3.839298226663688	0.4341458465483112	0.8109952566766907	0.5353247666667755	0.5924253032803616	0.9999986590898096	ENSMUSG00002075473.1	miRNA	Gm54743	23.102108	No
ENSMUSG00000004842.19	0.0						ENSMUSG00000004842.19	protein_coding	Pou1f1	1.145405	No
ENSMUSG00000120212.1	1.9970409636213764	0.055352866393313584	1.1006750372788878	0.050289926198524605	0.9598913513424102		ENSMUSG00000120212.1	lncRNA	ENSMUSG00000120212	11.353641	No
ENSMUSG00000119593.1	5.153854232481741	-0.2231281898333569	0.6993539682927209	-0.31904900801244124	0.7496893501353619	0.9999986590898096	ENSMUSG00000119593.1	snRNA	Gm22448	30.396717	No
ENSMUSG00000116711.2	0.6657448510946952	0.053580787748796085	1.9394278238937688	0.02762711099050982	0.9779595584712523		ENSMUSG00000116711.2	processed_pseudogene	Gm18495	4.446287	No
ENSMUSG00000116638.2	26.468038946904652	0.03777921315501197	0.3205606718470852	0.11785354996084335	0.9061836984247291	0.9999986590898096	ENSMUSG00000116638.2	processed_pseudogene	Gm49650	158.7704	No
ENSMUSG00000116859.2	33.11127901370377	-0.01675482669319178	0.28703147207733565	-0.05837278599427412	0.9534516914299099	0.9999986590898096	ENSMUSG00000116859.2	processed_pseudogene	Gm49651	199.67798	No
ENSMUSG00000116931.2	0.4971179087042672	-0.8394778550438768	2.318908431255388	-0.36201423209687006	0.7173413950861557		ENSMUSG00000116931.2	processed_pseudogene	Gm18496	3.435717	No
ENSMUSG00000116794.2	1.494983412180171	-0.26618930577041156	1.2814362652071656	-0.20772730801978478	0.8354418940323404		ENSMUSG00000116794.2	processed_pseudogene	Gm49656	9.00769	No
ENSMUSG00000116759.2	0.660660823405169	-1.427145351533275	2.1247927615772984	-0.6716633157550206	0.5017980602737364		ENSMUSG00000116759.2	TEC	Gm49666	5.46526	No
ENSMUSG00000116982.2	119.54132191420945	-0.3316758979657222	0.21030723382316258	-1.5771017094191482	0.11477212395727629	0.9999986590898096	ENSMUSG00000116982.2	lncRNA	4930567J20Rik	719.97125	No
ENSMUSG00000065924.3	6.32659627775458	0.05586805594351664	0.6283568487941966	0.0889113503747532	0.9291523629855181	0.9999986590898096	ENSMUSG00000065924.3	snoRNA	Gm22797	38.02564	No
ENSMUSG00000116901.2	1.499484451855763	0.37608206046941833	1.2807377131838522	0.293644870919352	0.7690292844867351		ENSMUSG00000116901.2	processed_pseudogene	Gm49667	9.45599	No
ENSMUSG00000120735.1	50.71303557335358	-0.12398096891590916	0.2427893194616787	-0.510652483358017	0.6095944186335618	0.9999986590898096	ENSMUSG00000120735.1	lncRNA	ENSMUSG00000120735	304.3353	No
ENSMUSG00000022883.12	36.30100202172805	-0.6007625622376767	0.7273801105225496	-0.8259265733924029	0.40884574538852614	0.9999986590898096	ENSMUSG00000022883.12	protein_coding	Robo1	219.1254	No
ENSMUSG00000116910.2	36.14741261152667	0.2547757338975827	0.28265310380672837	0.9013724967683086	0.3673902995594256	0.9999986590898096	ENSMUSG00000116910.2	processed_pseudogene	Gm49670	217.21817	No
ENSMUSG00000116976.2	32.24713064367639	-0.12313389989034525	0.29116977715531195	-0.4228938219252913	0.6723727305525106	0.9999986590898096	ENSMUSG00000116976.2	lncRNA	4930500H12Rik	194.56602	No
ENSMUSG00000064830.3	4.994206583831768	0.05549356015423217	0.7053134503882694	0.0786792880862876	0.937287720112828	0.9999986590898096	ENSMUSG00000064830.3	snRNA	Gm25699	30.530268	No
ENSMUSG00000116746.2	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000116746.2	processed_pseudogene	Gm18825	5.3899837	No
ENSMUSG00000116642.2	141.77646744970855	0.07527683317364237	0.17098954389137014	0.4402423181002566	0.659761613005184	0.9999986590898096	ENSMUSG00000116642.2	unprocessed_pseudogene	Gm18168	852.4209	No
ENSMUSG00000052516.20	2.327018209716863	0.05482769253781123	1.0316599991869526	0.05314511814068659	0.9576162831456081		ENSMUSG00000052516.20	protein_coding	Robo2	13.953883	No
ENSMUSG00002075424.1	29.089274812844934	-0.09315425200244548	0.3030998856518798	-0.3073384597361288	0.758585764668016	0.9999986590898096	ENSMUSG00002075424.1	miRNA	Gm54786	175.468	No
ENSMUSG00000089033.3	10.163855430923775	0.2916864769322548	0.5004534075562747	0.5828444217346156	0.5599980378488302	0.9999986590898096	ENSMUSG00000089033.3	snoRNA	Gm22163	61.101475	No
ENSMUSG00000116902.2	0.0						ENSMUSG00000116902.2	TEC	Gm49660	1.192593	No
ENSMUSG00000116740.2	4.311531336400027	-0.3929223055585515	0.7649363672094383	-0.5136666556879366	0.6074850684486355	0.9999986590898096	ENSMUSG00000116740.2	TEC	Gm49659	26.539598	No
ENSMUSG00000104758.3	0.16368729965348985	-0.9064242541340071	3.8736633279019212	-0.23399665314356333	0.8149875769506434		ENSMUSG00000104758.3	miRNA	Mir691	2.1976492	No
ENSMUSG00000116663.2	43.45702756418638	0.13269837039889712	0.25183589695200104	0.5269239691599205	0.5982463880554567	0.9999986590898096	ENSMUSG00000116663.2	processed_pseudogene	Gm49671	259.53607	No
ENSMUSG00000088392.3	37.31257786684554	0.15886060874531843	0.2709132792198765	0.5863891545027782	0.5576140308554461	0.9999986590898096	ENSMUSG00000088392.3	snoRNA	Gm26307	223.50214	No
ENSMUSG00000116881.2	15.987467746404336	0.17590764665966815	0.40307153527002204	0.43641793395761797	0.6625335294857098	0.9999986590898096	ENSMUSG00000116881.2	TEC	Gm49674	95.671646	No
ENSMUSG00000098143.2	67.24136604950222	0.08352393617728393	0.21164255148529215	0.3946462353204447	0.6931039865274515	0.9999986590898096	ENSMUSG00000098143.2	processed_pseudogene	Gm26937	405.41907	No
ENSMUSG00000116809.2	0.49366454574897634	-0.8394745748061422	2.322254957109115	-0.3614911326752733	0.7177323325782712		ENSMUSG00000116809.2	TEC	A630036G19Rik	3.127362	No
ENSMUSG00000116610.3	1.658742702154511	-0.5296275147818926	1.2326386751941556	-0.42966972028398337	0.6674359126971419		ENSMUSG00000116610.3	lncRNA	Gm49678	9.148045	No
ENSMUSG00000116867.2	0.4969735237516792	-0.8417246594228419	2.3189155301610507	-0.3629820269323839	0.7166183104451029		ENSMUSG00000116867.2	TEC	Gm49677	2.190192	No
ENSMUSG00000080750.3	60.88906336990553	0.07057720999511054	0.22487982895140374	0.3138441109823247	0.7536394400351139	0.9999986590898096	ENSMUSG00000080750.3	processed_pseudogene	Gm15553	366.42273	No
ENSMUSG00000081250.4	0.0						ENSMUSG00000081250.4	processed_pseudogene	Gm15554	1.3092256	No
ENSMUSG00000022876.19	0.3348184085556661	0.05536233830268038	2.7936128261770956	0.019817469974334513	0.9841889815958637		ENSMUSG00000022876.19	protein_coding	Samsn1	3.443529	No
ENSMUSG00000087214.3	1.655361733830958	-0.5308418930536123	1.233144972028465	-0.43047809065012244	0.6668479008061226		ENSMUSG00000087214.3	lncRNA	Gm15555	10.262997	No
ENSMUSG00000077197.3	1.488194581266269	-0.9446565650836477	1.3156120264786024	-0.7180358236859062	0.4727351986258702		ENSMUSG00000077197.3	snoRNA	Gm22268	10.167236	No
ENSMUSG00000098089.3	7.476957690571239	-0.13770230112787232	0.5773687347078861	-0.2384997538835237	0.8114935062178503	0.9999986590898096	ENSMUSG00000098089.3	processed_pseudogene	Gm26915	44.967297	No
ENSMUSG00000050299.9	0.6603666052964107	-1.4247910322560637	2.1249915092012803	-0.6704925765993293	0.502543837101058		ENSMUSG00000050299.9	processed_pseudogene	Gm9843	3.972336	No
ENSMUSG00000109338.3	25.93829699894235	-0.09289346610575956	0.3236971473788053	-0.2869764743309627	0.7741303337010185	0.9999986590898096	ENSMUSG00000109338.3	lncRNA	Gm45030	155.79065	No
ENSMUSG00000108903.2	14.790839303317233	-0.10732278973901008	0.4156019757204714	-0.2582345513467771	0.7962258938524245	0.9999986590898096	ENSMUSG00000108903.2	lncRNA	Gm45029	88.904495	No
ENSMUSG00000109333.2	3.9680488231084747	-0.9448000289798985	0.8157648414707842	-1.1581769413799081	0.2467918362235958	0.9999986590898096	ENSMUSG00000109333.2	lncRNA	Gm30790	24.030298	No
ENSMUSG00000102289.2	1.6622225550657104	0.05459179621370473	1.2116973641892017	0.045053986108350104	0.9640642779167059		ENSMUSG00000102289.2	TEC	Gm31258	10.28979	No
ENSMUSG00000103972.2	3.151366332775522	-0.40490209065903376	0.8877526539633374	-0.4560978656063308	0.648319604945277	0.9999986590898096	ENSMUSG00000103972.2	TEC	Gm37466	19.45449	No
ENSMUSG00000096870.4	0.6617544048012994	-1.4271442989433951	2.124109113772159	-0.6718789960883699	0.5016607328846182		ENSMUSG00000096870.4	TEC	Gm21816	4.9334955	No
ENSMUSG00000103916.2	4.000432155095309	0.2966458671647819	0.7859149903563531	0.3774528680643633	0.7058370842401436	0.9999986590898096	ENSMUSG00000103916.2	TEC	Gm38071	23.575142	No
ENSMUSG00000102344.3	3.9950311236862954	0.05504785882439808	0.7853947894053994	0.07008941180533333	0.9441224941325275	0.9999986590898096	ENSMUSG00000102344.3	TEC	9430053O09Rik	24.4959	No
ENSMUSG00000103932.2	0.5014025731064211	0.9478606957525865	2.3149578066632466	0.40945052779118335	0.6822090655910258		ENSMUSG00000103932.2	TEC	Gm36963	3.406954	No
ENSMUSG00000065530.3	7.8192918986964415	-0.0059494899295313	0.5684735729400404	-0.010465728246190294	0.9916497094516812	0.9999986590898096	ENSMUSG00000065530.3	miRNA	Mir99a	48.127605	No
ENSMUSG00000065557.5	438.89464148824635	0.1494369599839978	0.12031853549654319	1.2420111279387307	0.21423245633867005	0.9999986590898096	ENSMUSG00000065557.5	miRNA	Mirlet7c-1	2636.1213	No
ENSMUSG00000103049.2	4.641626477492193	-0.5718717619865066	0.7413674022261666	-0.7713743014182965	0.44048510294316845	0.9999986590898096	ENSMUSG00000103049.2	TEC	Gm37311	29.180975	No
ENSMUSG00000102267.2	20.523335481736172	0.4095348719844152	0.36758197076490456	1.1141320972087136	0.26522252060910423	0.9999986590898096	ENSMUSG00000102267.2	TEC	9530003O04Rik	123.60345	No
ENSMUSG00000102562.2	190.93336327026609	0.12798141607586663	0.14391256175391065	0.8892998256449207	0.3738419651925894	0.9999986590898096	ENSMUSG00000102562.2	TEC	Gm37694	1145.157	No
ENSMUSG00000116886.2	5.984700268379836	-0.10576174302507173	0.6490227973905737	-0.16295535911880407	0.8705535830268567	0.9999986590898096	ENSMUSG00000116886.2	processed_pseudogene	Gm49589	36.297325	No
ENSMUSG00000116609.2	2.1726731121991443	0.7331745109663519	1.0874838592474978	0.6741934647873156	0.5001883239375524		ENSMUSG00000116609.2	processed_pseudogene	Gm5675	13.106647	No
ENSMUSG00000109841.4	0.9793481989111615	-3.3873288788292166	2.304644032574284	-1.4697839800646244	0.1416202692749892		ENSMUSG00000109841.4	lncRNA	E330011O21Rik	7.187671	No
ENSMUSG00000022865.15	11.893611801205873	-1.129064770676751	0.4826593509618896	-2.3392580469572235	0.01932208253569667	0.9999986590898096	ENSMUSG00000022865.15	protein_coding	Cxadr	71.23319	No
ENSMUSG00000022863.16	234.60617313054937	0.13515047781669084	0.13615167533263348	0.9926464546727273	0.32088227760319554	0.9999986590898096	ENSMUSG00000022863.16	protein_coding	Btg3	1409.7931	No
ENSMUSG00000116707.2	11.622635535421324	-0.19369813852184287	0.47181780267116386	-0.4105358836085333	0.6814128861836224	0.9999986590898096	ENSMUSG00000116707.2	TEC	Gm49590	69.91264	No
ENSMUSG00000116539.2	23.128605256375433	-0.006236040505392891	0.3400498711140822	-0.018338605702046516	0.9853687297418536	0.9999986590898096	ENSMUSG00000116539.2	TEC	Gm49603	138.19202	No
ENSMUSG00000116959.2	27.984758055022127	0.2957700474551516	0.31170925122434423	0.948865156531011	0.3426891979619816	0.9999986590898096	ENSMUSG00000116959.2	TEC	Gm49604	168.2012	No
ENSMUSG00000022864.15	0.16273810320994733	-0.9064242003978922	3.8804825019316986	-0.2335854368488134	0.8153068347276962		ENSMUSG00000022864.15	protein_coding	D16Ertd472e	1.6758211	No
ENSMUSG00000119938.1	21.77877416842249	-0.09873788363935407	0.34656427660842953	-0.2849049665638632	0.7757169508451475	0.9999986590898096	ENSMUSG00000119938.1	snRNA	Gm24861	131.43008	No
ENSMUSG00000116786.2	286.97418676528235	0.08887607182869252	0.12896112188569067	0.6891694995292535	0.4907166082380586	0.9999986590898096	ENSMUSG00000116786.2	lncRNA	4930570E03Rik	1723.7388	No
ENSMUSG00000116730.2	5.316130947019613	-0.3065633017445684	0.6871430681766204	-0.44614188215280176	0.6554947609916908	0.9999986590898096	ENSMUSG00000116730.2	TEC	4930403O18Rik	32.229847	No
ENSMUSG00000097552.3	0.6675940392716592	0.05909218706296628	1.938034837688298	0.03049077648854438	0.9756756492585577		ENSMUSG00000097552.3	processed_pseudogene	Rps19-ps12	3.3803039	No
ENSMUSG00000101810.2	106.02953584548807	0.07817455863526736	0.17516937486999773	0.44627982884156975	0.6553951249583014	0.9999986590898096	ENSMUSG00000101810.2	lncRNA	1700066C05Rik	637.27826	No
ENSMUSG00000116559.2	0.49366454574897634	-0.8394745748061422	2.322254957109115	-0.3614911326752733	0.7177323325782712		ENSMUSG00000116559.2	processed_pseudogene	Gm19867	3.096437	No
ENSMUSG00000116735.2	0.9906380695006555	-0.9468903584870842	1.6273781031280736	-0.5818502514363527	0.5606675524193143		ENSMUSG00000116735.2	TEC	Gm49555	6.0821342	No
ENSMUSG00000116954.2	10.990197531422874	0.14287172136514667	0.4912298672656448	0.2908449401914831	0.7711699129985432	0.9999986590898096	ENSMUSG00000116954.2	processed_pseudogene	Gm5676	65.42353	No
ENSMUSG00000116909.2	0.8235433115677043	-1.8399621066164158	1.9541846288164293	-0.9415497796289629	0.3464231917762792		ENSMUSG00000116909.2	TEC	Gm49559	5.2341275	No
ENSMUSG00000071475.4	2.6581403900878917	-0.30765202595673313	0.9743659569190103	-0.3157458691696731	0.7521954077638286	0.9999986590898096	ENSMUSG00000071475.4	processed_pseudogene	Rpl21-ps5	16.062475	No
ENSMUSG00000116745.2	20.45798623405945	-0.06159370196150086	0.35788734133298866	-0.17210360593389165	0.8633560779390366	0.9999986590898096	ENSMUSG00000116745.2	lncRNA	Gm41481	123.64261	No
ENSMUSG00000116748.2	0.49806710514780966	-0.8417235713488014	2.317863291006089	-0.3631463402586802	0.7164955695024561		ENSMUSG00000116748.2	processed_pseudogene	Gm7295	2.7984362	No
ENSMUSG00000110358.2	0.17113110890217628	1.0171552421969516	3.8223430649379613	0.2661077838688089	0.7901562004142793		ENSMUSG00000110358.2	lncRNA	A730009L09Rik	1.3601221	No
ENSMUSG00002076550.1	0.5039067396181695	0.9556972840755116	2.312125164890571	0.41334150010029547	0.6793564285030651		ENSMUSG00002076550.1	misc_RNA	Gm54839	2.694552	No
ENSMUSG00000116583.2	4.331797200695684	0.27733038909530955	0.7544756031380879	0.36758032723895934	0.7131861859650799	0.9999986590898096	ENSMUSG00000116583.2	processed_pseudogene	Gm2349	25.70327	No
ENSMUSG00000097418.8	0.16273810320994733	-0.9064242003978922	3.8804825019316986	-0.2335854368488134	0.8153068347276962		ENSMUSG00000097418.8	lncRNA	Mir155hg	2.1104631	No
ENSMUSG00000022889.8	1.4989738584735666	0.3765377873047186	1.2808312108051894	0.29397924108049306	0.768773766060044		ENSMUSG00000022889.8	protein_coding	Mrpl39	8.130899	No
ENSMUSG00000053062.17	6.1417435263829	-0.3368987296786678	0.6478774117821405	-0.5200038210190843	0.6030609119034942	0.9999986590898096	ENSMUSG00000053062.17	protein_coding	Jam2	38.249012	No
ENSMUSG00000115469.2	38.92388581884333	0.005765045323340808	0.26507256236318544	0.021748932714665173	0.9826482303281399	0.9999986590898096	ENSMUSG00000115469.2	lncRNA	Gm49227	233.90817	No
ENSMUSG00000022893.15	7.801313825639094	-0.37727497502057517	0.5677984830095872	-0.6644522419659316	0.5064009058716108	0.9999986590898096	ENSMUSG00000022893.15	protein_coding	Adamts1	45.792118	No
ENSMUSG00000116669.2	0.16767774594688545	1.0171552173071963	3.845692565827099	0.26449207779780887	0.7914007685320619		ENSMUSG00000116669.2	processed_pseudogene	Gm49570	2.232388	No
ENSMUSG00000116556.2	0.0						ENSMUSG00000116556.2	lncRNA	1700007H22Rik	1.3153859	No
ENSMUSG00000116799.2	1.4856904147545207	-0.9488965691716533	1.347059902005002	-0.7044204699132449	0.4811709619088951		ENSMUSG00000116799.2	lncRNA	Gm32357	9.899369	No
ENSMUSG00000116906.2	0.6637020732550222	0.05338858912443657	1.9409795187015706	0.027506003340082217	0.9780561516873707		ENSMUSG00000116906.2	processed_pseudogene	Gm49572	4.95976	No
ENSMUSG00000116810.3	113.677346846068	-0.17298828596751348	0.17943584979481922	-0.9640675827340056	0.33501204398367923	0.9999986590898096	ENSMUSG00000116810.3	lncRNA	Gm32624	684.19476	No
ENSMUSG00000089252.3	30.48400073840892	0.19752099264038506	0.3045315153844494	0.6486060806909552	0.5165930241602892	0.9999986590898096	ENSMUSG00000089252.3	snoRNA	Gm25715	183.07751	No
ENSMUSG00000064670.3	18.874315560974264	0.442545597602571	0.3933035044524279	1.125201257025919	0.2605037606009599	0.9999986590898096	ENSMUSG00000064670.3	snRNA	Gm22808	113.219635	No
ENSMUSG00000050224.4	51.80228267160833	0.6025568388161701	0.25238718489562695	2.387430404064903	0.016966614840532603	0.9999986590898096	ENSMUSG00000050224.4	protein_coding	Krtap13	309.5704	No
ENSMUSG00000058172.2	2.336677415572122	0.4710915612809638	1.0400401306092009	0.4529551768401698	0.6505810180151902		ENSMUSG00000058172.2	protein_coding	Krtap6-1	13.7713585	No
ENSMUSG00000057855.3	1.6631717515092526	0.05386560612929067	1.2115723905871818	0.04445925521890195	0.9645383294670073		ENSMUSG00000057855.3	protein_coding	Krtap6-3	9.597404	No
ENSMUSG00000091039.3	0.6647956546511526	0.05545470883405716	1.940152458240994	0.028582655243667925	0.9771974455434982		ENSMUSG00000091039.3	protein_coding	Krtap20-2	5.188779	No
ENSMUSG00000091212.2	30.07338963141525	-0.15245485063577185	0.29904653945869053	-0.5098030925612217	0.6101894188743249	0.9999986590898096	ENSMUSG00000091212.2	protein_coding	Krtap11-1	180.84555	No
ENSMUSG00000116870.2	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000116870.2	lncRNA	Gm49696	6.585362	No
ENSMUSG00000116651.2	43.67837339923901	0.29864314823359644	0.2656079540419829	1.1243757714665124	0.2608536460540577	0.9999986590898096	ENSMUSG00000116651.2	processed_pseudogene	Gm17844	263.56342	No
ENSMUSG00000002489.17	4.165723629527125	0.1711155478756642	0.7708082507512694	0.22199496140432615	0.8243178056956724	0.9999986590898096	ENSMUSG00000002489.17	protein_coding	Tiam1	24.73038	No
ENSMUSG00000116829.2	5.321924676814144	0.054761865482802805	0.6825939974001526	0.080226116390385	0.9360574192278381	0.9999986590898096	ENSMUSG00000116829.2	processed_pseudogene	Gm49704	32.04859	No
ENSMUSG00000022983.17	0.3338692121121236	0.055362341780207	2.795538597069024	0.01980381949948805	0.9841998709619523		ENSMUSG00000022983.17	protein_coding	Scaf4	3.176155	No
ENSMUSG00000120905.1	0.17113110890217628	1.0171552421969516	3.8223430649379613	0.2661077838688089	0.7901562004142793		ENSMUSG00000120905.1	lncRNA	ENSMUSG00000120905	1.338139	No
ENSMUSG00000116656.2	5.251779362731302	-2.3791006989441574	0.8435994939701124	-2.8201779587938516	0.0047997023306190776	0.524193131458552	ENSMUSG00000116656.2	lncRNA	Gm49708	31.466774	No
ENSMUSG00000116753.2	18.474378547313293	0.029716716083856166	0.37353261160609	0.07955588122836788	0.9365904856211922	0.9999986590898096	ENSMUSG00000116753.2	lncRNA	Gm36001	111.528496	No
ENSMUSG00000116830.2	0.32693599624563335	-1.8037835127430848	2.9748957170331694	-0.6063350397176203	0.5442922952418515		ENSMUSG00000116830.2	lncRNA	Gm49714	2.480453	No
ENSMUSG00000064471.3	0.34116863640822204	1.9184731734544553	2.9474269005663922	0.6508976263620964	0.5151125737973186		ENSMUSG00000064471.3	snoRNA	Gm23406	1.714163	No
ENSMUSG00000039929.15	0.9980098884284919	0.0560214789377752	1.5778987475201847	0.03550384904343082	0.9716779772190554		ENSMUSG00000039929.15	protein_coding	Urb1	5.155303	No
ENSMUSG00000039903.19	35.470837463799626	0.2041083591114401	0.2794643491538839	0.7303556239978579	0.4651728359372337	0.9999986590898096	ENSMUSG00000039903.19	protein_coding	Eva1c	212.2809	No
ENSMUSG00000116836.2	0.6647956546511526	0.05545470883405716	1.940152458240994	0.028582655243667925	0.9771974455434982		ENSMUSG00000116836.2	TEC	Gm49727	3.863735	No
ENSMUSG00000116607.2	34.298675035649914	0.1114453915113906	0.28020888033409247	0.3977225538980581	0.690834710402988	0.9999986590898096	ENSMUSG00000116607.2	lncRNA	4930534H18Rik	207.17847	No
ENSMUSG00002076943.1	49.91288139827929	0.017273903787232675	0.24043869586858968	0.07184327682709452	0.9427266318537785	0.9999986590898096	ENSMUSG00002076943.1	miRNA	Gm54422	301.2198	No
ENSMUSG00000085279.2	38.11972786541429	0.09330878044596905	0.26764944511787386	0.3486231043926712	0.7273722799215441	0.9999986590898096	ENSMUSG00000085279.2	lncRNA	Gm15965	230.3887	No
ENSMUSG00000039851.12	0.0						ENSMUSG00000039851.12	protein_coding	4932438H23Rik	1.8140559	No
ENSMUSG00000116981.2	1.0058199061067867	1.0550903358299726	1.6226043541265953	0.6502449800203449	0.5155339906612739		ENSMUSG00000116981.2	processed_pseudogene	Gm49611	6.700541	No
ENSMUSG00000116882.2	519.7731073048122	-0.04705412158716872	0.11622360279558952	-0.40485856964807787	0.6855814736439111	0.9999986590898096	ENSMUSG00000116882.2	TEC	Gm49614	3125.2212	No
ENSMUSG00000039830.10	0.0						ENSMUSG00000039830.10	protein_coding	Olig2	1.3856772	No
ENSMUSG00000046160.7	0.9940914324559462	-0.9418499555055844	1.6256750748659248	-0.5793592889915361	0.5623467678624299		ENSMUSG00000046160.7	protein_coding	Olig1	6.642513	No
ENSMUSG00000120333.1	0.0						ENSMUSG00000120333.1	lncRNA	ENSMUSG00000120333	1.2919354	No
ENSMUSG00000065811.4	0.4901846928377769	-2.3883328309836522	2.693355644785709	-0.8867498934303103	0.3752135697863668		ENSMUSG00000065811.4	snRNA	Gm24695	3.8398845	No
ENSMUSG00000022969.14	0.99358083907375	-0.9412730250529766	1.625823039080577	-0.5789517077979643	0.5626217588316582		ENSMUSG00000022969.14	protein_coding	Il10rb	6.4374804	No
ENSMUSG00000116782.2	10.488505784100388	0.10067052371205733	0.4928333745747799	0.20426888458785197	0.8381433838145175	0.9999986590898096	ENSMUSG00000116782.2	processed_pseudogene	Gm46562	62.30144	No
ENSMUSG00000084866.4	4.658222603559121	0.054957886585349745	0.727144529419082	0.0755804167697662	0.9397529170465793	0.9999986590898096	ENSMUSG00000084866.4	lncRNA	A930006K02Rik	28.052204	No
ENSMUSG00000116544.2	6.9975977753056995	0.19311664137709034	0.5973123165083297	0.3233093241840046	0.7464609932068558	0.9999986590898096	ENSMUSG00000116544.2	unprocessed_pseudogene	Gm49626	41.89015	No
ENSMUSG00000022967.14	1.9960917671778338	0.055962792184136384	1.1087860856588847	0.050472127047735335	0.9597461604802339		ENSMUSG00000022967.14	protein_coding	Ifnar1	11.322499	No
ENSMUSG00000084301.2	5.493710764051104	0.14294355878601886	0.6724896605377829	0.21255874576823738	0.8316711521582815	0.9999986590898096	ENSMUSG00000084301.2	processed_pseudogene	Gm7856	33.02048	No
ENSMUSG00000082535.2	8.305296259923292	-0.1767310613755909	0.5497993479348507	-0.32144647322596115	0.7478720696533814	0.9999986590898096	ENSMUSG00000082535.2	processed_pseudogene	Gm7860	50.641186	No
ENSMUSG00000085337.2	2.8359104967478004	0.22775447817956854	0.9461085801960998	0.24072763205715975	0.8097662213547252	0.9999986590898096	ENSMUSG00000085337.2	lncRNA	Gm15964	16.96877	No
ENSMUSG00000022960.14	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000022960.14	protein_coding	Donson	2.242984	No
ENSMUSG00000085169.3	2.512093188876452	1.0547744829910644	1.0326372492455582	1.0214375704166003	0.30704717283784133	0.9999986590898096	ENSMUSG00000085169.3	lncRNA	Gm10785	15.163341	No
ENSMUSG00000022957.21	45.616195409189466	0.11851475456872014	0.24697341064156905	0.47986847758571	0.6313209169772788	0.9999986590898096	ENSMUSG00000022957.21	protein_coding	Itsn1	274.4018	No
ENSMUSG00000119053.1	57.25450354577945	0.07199061867809443	0.22735605097036907	0.31664263330944664	0.7515147823518198	0.9999986590898096	ENSMUSG00000119053.1	snRNA	Gm25245	344.67438	No
ENSMUSG00000087240.2	2.493065290929513	-0.13684640013656046	0.9914171815627437	-0.13803109597198351	0.8902158417333209	0.9999986590898096	ENSMUSG00000087240.2	lncRNA	Gm15976	14.88603	No
ENSMUSG00000022956.12	0.3304158491568328	0.05536235459414791	2.8026232294400875	0.019753762836401054	0.9842398025891888		ENSMUSG00000022956.12	protein_coding	Atp5o	1.9189891	No
ENSMUSG00000087190.3	1.8235500731600398	-0.21043143526287164	1.1646229562564057	-0.18068631923527242	0.8566137977057202		ENSMUSG00000087190.3	lncRNA	D430001F17Rik	11.392532	No
ENSMUSG00002076309.1	17.300642957096972	0.11004257064007959	0.3889996168635009	0.2828860643291926	0.77726417750233	0.9999986590898096	ENSMUSG00002076309.1	miRNA	Gm54534	102.81415	No
